,,,,,,,,,,,,,,,,,,7,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,,7,,,,,,,,,,,2,,,
,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,7,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,6,,,,,,,2,,,,,,,,,,4,,,,6,,,,,
,,,,,,,,,,,,,,,,,,,,3,3,,,,,,6,,,,,,,,,,,,,,,,,,,,7,,3,,,,,,,,,,,,,
,,,,,,,,,,,,1,,,5,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,7,,,,,,
,,,,,,,,,,,,,3,,,,,,,,,3,,,,,,,,,,6,,,,,,,,,,,,,,,4,,,,,,,,,,5,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
,,,,,,,1,,,,,,,,,,4,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6
,,,,,,,,,,,,,,7,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,7,,
,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,,,,,1,,,,,,,,,,,6,,,,,,
,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,,,,,,7,,,,,
,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
,,,1,,,,1,6,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,5,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,
,,,,,,,,,,5,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,7,
,,,2,,,,,,,,,,2,,3,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1,,,,,,,,,,,7
,,3,2,,,,,,,6,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,7,,,,,,,,,,,,
,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,4,,,,,4,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,1,,,,,,,,,,,,3,,,,,,,,,,,6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,3,,7,,,,2,,,,,,,,,,,,,,,,,,
,,,,,,,2,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,,,,7,,,,,,
,,3,,,,2,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,1,,,,,,
,,,,,,,1,,,,,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,6,,,,,,,
,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,5,,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,4,
